id
10
20
30
40
50
60
70
80
100
130
220
240
300
320
340
360
380
400
420
440
500
550
570
620
630
659
730
1200
1250
1300
1313
1500
1510
1520
1530
1600
1610
1620
1630
1640
1670
1690
1700
1900
1930
2100
2130
2270
2280
2310
2320
2400
2420
2450
2500
2520
2525
2590
2620
2630
2700
2710
2720
2800
2810
2820
2840
2850
2870
2900
2910
2920
2990
3010
3020
3050
3130
3170
3230
3260
3300
3310
3320
3330
3350
3390
3480
3500
3510
3520
3530
3540
3560
3570
3600
3620
3700
3710
3720
3800
3830
3900
3910
3920
3960
3980
3990
4000
4420
4460
4470
4500
4520
4530
4560
4570
4580
4700
4760
4770
4780
4800
4850
4870
4880
4890
4900
4920
4932
6000
6010
6020
6030
6040
6060
6080
6090
6120
6129
6200
6210
6220
6250
6270
6300
6310
6370
6400
6420
6510
6830
6850
6860
6870
6880
6900
6910
6920
6980
7000
7010
7020
7110
7200
7210
7220
7340
7510
7520
7530
7600
7610
7620
7650
7660
7670
7730
7760
7770
7800
7830
7840
7860
7940
8000
8080
8100
8140
8170
8190
8330
8500
8600
8640
8790
8800
8850
8870
8880
8930
8980
9050
9060
9180
9200
9219
9310
9340
9350
9420
9450
9460
9480
9500
9710
9730
9760
9800
9850
9880
9900
9940
9960
9970
9980
10090
10120
10130
10140
10180
10190
10250
10260
10270
10500
10520
11020
11040
11050
11130
11140
11150
11180
11190
11200
11230
11240
11250
11260
11280
11340
11370
11390
11450
11480
11550
12150
12200
12210
12220
12310
12320
12330
12360
12364
12370
12380
12390
12420
12430
12440
12450
12460
12470
12480
12500
12510
12520
12530
12540
12560
12570
12580
12590
12600
12640
12670
12690
12710
12810
12900
13500
13520
13530
13540
13560
13570
13580
13600
13620
13630
15000
15080
15100
15120
15130
15160
15170
15200
15210
15240
15280
15300
15320
15370
15380
15400
15500
15520
15620
15700
15710
15740
15750
15900
15910
15920
15930
15960
15970
16000
16020
16030
16040
16060
16450
16810
16900
17330
17340
17390
17410
17440
17460
17470
17480
17500
17570
17580
17710
17740
18040
18049
18050
18070
18120
18470
18480
18500
18700
18820
19680
19830
19900
19980
20500
20510
20530
20540
20550
20570
20820
20900
20920
21000
21010
21030
21100
21130
21670
21680
21690
21780
