id,alter,genre,categories,released,eigenschaften,original_price,recommendations
858180,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"24 May, 2018",,2100.0,
858640,,Action; Adventure; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Full controller support; Remote Play Together; Family Sharing,,,,
858730,,Action; Casual; Indie,Single-player; Family Sharing,"28 Jun, 2018",,2100.0,
859090,,Free To Play; Indie; Racing,Single-player; Partial Controller Support,"1 Jun, 2018",,,
859990,,Action; Casual; Indie; Strategy; Early Access,Single-player; Steam Achievements; Family Sharing,"31 May, 2018",,5000.0,
860010,,Adventure; Indie,Single-player; Steam Achievements; Full controller support; Tracked Controller Support; VR Supported; Captions available; Steam Cloud; Stats; Family Sharing,To be announced,,,
860070,,Violent; Gore; Action; Casual; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Remote Play Together; Family Sharing,"4 Jun, 2018",,22900.0,
860080,,Action; Indie,Single-player; Steam Achievements; Full controller support; Steam Cloud; Family Sharing,"3 Jun, 2018",,2600.0,
860150,,Action; Adventure; Indie,Single-player; Steam Cloud; Family Sharing,Coming soon,,,
860530,,Casual; Indie; Racing,Single-player; Steam Achievements; Family Sharing,"22 May, 2018",,2600.0,
860550,,Casual; Simulation,Single-player; Steam Achievements; Steam Cloud; Stats; Steam Leaderboards,"28 Nov, 2018",,,
860560,,Indie; Strategy; Early Access,Single-player; Multi-player; PvP; Online PvP; Family Sharing,Coming soon,,,
862220,,Education,Tracked Controller Support; VR Only,"10 Nov, 2019",,399.0,
862500,,Action; Adventure; Casual; Simulation,Single-player; Tracked Controller Support; VR Only; Family Sharing,"8 Jun, 2018",,5900.0,
862520,,Casual,Multi-player; PvP; Online PvP; Tracked Controller Support; VR Only; In-App Purchases; Family Sharing,"7 Aug, 2018",,2100.0,
862590,,Action; Indie; Early Access,Single-player; Family Sharing,"18 Jan, 2019",,32900.0,
862670,,Action; Indie; Racing,Multi-player; PvP; Online PvP; Full controller support; Steam Cloud; Family Sharing,Coming soon,,,
862730,,Action; RPG; Early Access,Single-player; Tracked Controller Support; VR Only; Family Sharing,"22 Sep, 2018",,22900.0,
862900,,Action; Adventure; Indie; Simulation; Sports; Strategy,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Shared/Split Screen; Full controller support; Remote Play Together; Family Sharing,Coming soon,,,
863150,,Action; Adventure; Indie; RPG,Single-player; Family Sharing,"31 Jan, 2019",,27900.0,
863290,,Action; Casual; Indie; Simulation; Sports,Single-player; Multi-player; PvP; Online PvP; Steam Achievements; In-App Purchases; Steam Cloud; Steam Leaderboards; Family Sharing,"11 Dec, 2018",,9900.0,
863300,,Simulation,Single-player; Partial Controller Support; Family Sharing,Coming soon,,,
863670,,Action; Adventure; Indie; Early Access,Single-player; Tracked Controller Support; VR Only; Family Sharing,"23 Jun, 2018",,2100.0,
863690,,Indie,Single-player; Steam Achievements; Steam Cloud; Steam Leaderboards; Includes level editor; Family Sharing,"31 May, 2018",,5900.0,
864550,,Adventure; Casual; Indie; RPG,Single-player; Steam Achievements; Family Sharing,"30 Jul, 2018",,2600.0,193.0
864790,,Utilities,Tracked Controller Support; VR Only,"1 Mar, 2019",,739.0,
865770,,Audio Production; Utilities; Video Production; Early Access,,"25 May, 2018",,,
866130,,Video Production,,"5 Jul, 2018",,,
866520,,Action; Adventure; Casual,Single-player; Steam Achievements; Family Sharing,"5 Jun, 2018",,2600.0,
867010,,Action; Indie,Single-player; Steam Achievements; Full controller support; Family Sharing,"14 Jun, 2018",,2100.0,
867900,,Simulation; Sports; Early Access,Single-player; Tracked Controller Support; VR Only; Family Sharing,"15 Apr, 2019",,2100.0,
867920,,Action; Adventure; Casual; Indie; RPG,Single-player; Family Sharing,"14 Aug, 2018",,9900.0,
868000,,Casual; Indie,Single-player; Partial Controller Support; Stats; Steam Leaderboards; Family Sharing,"12 Jun, 2018",,4000.0,
868010,,Action,Single-player; Partial Controller Support; Family Sharing,"5 Jun, 2018",,12400.0,
868040,,Action; Casual; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Remote Play Together; Family Sharing,"15 Jun, 2018",,17900.0,
868070,,Action; Adventure; Casual; Indie,Single-player,"15 Jun, 2018",,,
868090,,Action; Free To Play; Indie; Simulation; Strategy,Single-player; Multi-player; PvP; Online PvP; Shared/Split Screen PvP; Tracked Controller Support; VR Only; Stats; Remote Play Together,"22 Jun, 2018",,,
868180,,Casual,Multi-player; PvP; Shared/Split Screen PvP; Shared/Split Screen; Full controller support; Remote Play Together; Family Sharing,"11 Sep, 2018",,11900.0,
868400,,Audio Production,,"5 Jul, 2018",,9900.0,
868430,,Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Full controller support; Remote Play Together; Family Sharing,"15 Jun, 2018",,4000.0,
868480,,Utilities; Early Access,,"6 Jul, 2018",,,
869450,,Action; Adventure; Indie,Single-player; Full controller support; Steam Cloud; Family Sharing,,,,
869460,,Casual; Strategy,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Captions available; Steam Workshop; Remote Play Together; Family Sharing,Coming soon,,,
870030,,Action; Casual; Indie,Single-player; Steam Achievements; Family Sharing,"27 Jun, 2018",,4000.0,
870080,,Action; Casual; Indie; Simulation,Single-player; Steam Achievements; Stats; Steam Leaderboards; Family Sharing,"15 Jun, 2018",,2100.0,
870090,,Indie,Single-player; Tracked Controller Support; VR Only; Family Sharing,"13 Mar, 2020",,27900.0,
870110,,Adventure; Casual; Indie; RPG; Simulation; Strategy,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Family Sharing,"27 Jun, 2018",,7900.0,103.0
870140,,Action; Adventure; Indie,Single-player; Steam Achievements; Full controller support; Family Sharing,"16 Jun, 2018",,2000.0,
870160,,Violent; Gore; Action; Adventure; Indie; Simulation,Single-player; Family Sharing,"17 Aug, 2018",,1700.0,
870670,,Casual,Single-player; Family Sharing,"2 Jul, 2018",,2600.0,
870680,,Action; Indie,Single-player; Steam Achievements; Family Sharing,"30 Jul, 2018",,5900.0,
870750,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"20 Jun, 2018",,2600.0,
870800,,Casual; Indie; RPG,Single-player; Steam Achievements,"15 Jun, 2018",,,
870820,,Animation & Modeling; Video Production,,"18 Jun, 2018",,,
871170,,Animation & Modeling,,"17 Jul, 2018",,,
871490,,Education; Software Training,Tracked Controller Support; VR Supported; In-App Purchases,"20 Jun, 2018",,,
872090,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"21 Jun, 2018",,2600.0,
872140,,Casual; Indie,Single-player; Tracked Controller Support; VR Only,Coming soon,,,
872270,,Casual; Indie,Single-player; Family Sharing,"28 Jun, 2018",,4000.0,
872330,,Action; Casual; Indie; RPG,Single-player; Steam Achievements; Tracked Controller Support; VR Only; Family Sharing,"12 Jun, 2018",,2100.0,
872350,,Action; Casual; Indie; Simulation; Strategy,Single-player; Steam Achievements; Includes level editor,"26 Nov, 2023",,,
872360,,Indie,Single-player; Family Sharing,"28 Jun, 2018",,2100.0,
872390,,Action; Adventure; Indie,Single-player; Steam Achievements; Tracked Controller Support; VR Only; Steam Leaderboards; Family Sharing,Coming soon,,,
872440,,Simulation; Education; Software Training,Multi-player; PvP; Online PvP; Co-op; Online Co-op; Cross-Platform Multiplayer; Tracked Controller Support; VR Supported,"26 Jun, 2018",,,
872450,,Casual; Indie,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,Coming soon,,,
872460,,Casual; Indie,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,Coming soon,,,
872470,,Action; Adventure; Indie; Free To Play,Single-player; Steam Achievements; Tracked Controller Support; VR Supported,"8 Feb, 2019",,,
872490,,Adventure,Single-player; Steam Achievements; Full controller support; Family Sharing,"4 Apr, 2019",,11900.0,
872560,,Casual,Single-player; Steam Achievements; Steam Cloud; Stats; Steam Leaderboards; Family Sharing,"20 Sep, 2018",,7900.0,
872580,,Action; Adventure; Casual; Indie; Massively Multiplayer,Single-player; Multi-player; PvP; Online PvP; Steam Achievements; Full controller support; Steam Cloud; Steam Leaderboards; Family Sharing,"2 Jul, 2018",,7400.0,
872810,,Action; Adventure,Single-player; Tracked Controller Support; VR Only; Family Sharing,"22 May, 2019",,27900.0,
872970,,Adventure; Free To Play; Indie,Single-player; Full controller support,"3 Sep, 2018",,,
872990,,Casual; Indie,Multi-player; PvP; Online PvP; Co-op; Online Co-op; Steam Achievements; Family Sharing,"6 Jul, 2018",,9900.0,
873040,,Violent; Action; Indie,Single-player; Family Sharing,"14 Jun, 2018",,2100.0,
873070,,Action; Casual; Indie,Single-player; Steam Achievements; Steam Cloud; Steam Leaderboards; Family Sharing,"16 Jun, 2018",,2100.0,
873140,,Action; Adventure; Indie; RPG; Simulation; Early Access,Multi-player; PvP; Online PvP; Co-op; Online Co-op; Family Sharing,"10 May, 2019",,16900.0,
873180,,Adventure; Casual; Indie; RPG,Single-player; Steam Achievements; Full controller support; Family Sharing,"13 Jul, 2018",,174900.0,
873190,,Simulation,Single-player; Steam Achievements; Family Sharing,"19 Jun, 2018",,2600.0,1633.0
873330,,Casual; Indie,Single-player; Family Sharing,"10 Jul, 2018",,9900.0,
873860,,Action; Indie; Simulation; Education; Game Development,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Partial Controller Support; Remote Play Together,"13 Jul, 2018",,895.0,
874840,,Casual; Indie; Simulation,Single-player; Family Sharing,"28 Jun, 2018",,2600.0,
874880,,Action; Casual; Free To Play; Indie; Strategy,Multi-player; PvP; Shared/Split Screen PvP; Shared/Split Screen; Full controller support; Remote Play Together,"30 Jun, 2018",,,
875080,,Action; Indie; Simulation,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Family Sharing,"17 Sep, 2018",,9900.0,
875320,,Action; Casual; Indie; Racing; RPG; Simulation; Sports,Single-player; Partial Controller Support; Family Sharing,"1 Oct, 2019",,16900.0,
875370,,Casual,Single-player; Family Sharing,,,,
875460,,Design & Illustration; Photo Editing; Utilities,,"29 Jun, 2018",,1999.0,
877180,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"19 Jun, 2018",,2600.0,
877270,,Action; Adventure; Indie; RPG; Simulation; Strategy,Single-player; Full controller support; Steam Cloud,"29 Jun, 2018",,,
877280,,Utilities,Steam Workshop,"5 Nov, 2022",,299.0,829.0
877340,,Action; Adventure; Indie; RPG; Early Access,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Remote Play Together; Family Sharing,"1 Oct, 2018",,25900.0,
877380,,Indie; Simulation; Strategy,Single-player; Steam Achievements; Steam Cloud; Steam Leaderboards; Family Sharing,"17 Aug, 2018",,5900.0,
877430,,Action; Indie; RPG,Single-player; Full controller support; Family Sharing,Coming soon,,,
877980,,Action; Indie; Racing; Early Access,Single-player; Multi-player; PvP; Online PvP; Family Sharing,"15 Apr, 2019",,25900.0,
878020,,Indie,Single-player; Family Sharing,"1 Aug, 2018",,9900.0,
878680,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"1 Jul, 2018",,2900.0,
878880,,Education,,"1 Nov, 2018",,3899.0,
878890,,Education,,"10 Aug, 2018",,2899.0,
879290,,Action; Indie,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,"16 Aug, 2018",,16900.0,
879410,,Indie,Single-player; Steam Achievements,"5 Jul, 2018",,,
879660,,Design & Illustration; Education; Utilities; Early Access,Tracked Controller Support; VR Only; Includes level editor,"15 Aug, 2018",,1249.0,
879740,,Action; Indie; Sports,Single-player; Full controller support; Family Sharing,"8 Nov, 2018",,22900.0,
879780,,Indie; Simulation; Strategy; Early Access,Single-player; Multi-player; Co-op; Online Co-op; LAN Co-op; Cross-Platform Multiplayer; Full controller support; Family Sharing,Coming soon,,,
879850,,Casual; Indie,Single-player; Partial Controller Support; Family Sharing,"16 Jan, 2019",,9900.0,
880180,,Action; Adventure; Casual; Indie,Single-player; Steam Achievements; Family Sharing,"10 Sep, 2018",,8000.0,
880200,,Action; Adventure; Casual; Indie; Racing; RPG; Simulation; Sports; Strategy; Early Access,Single-player; Tracked Controller Support; VR Only; Family Sharing,"22 Jun, 2018",,16900.0,
880490,,Indie; RPG,Single-player; Family Sharing,"29 Jun, 2018",,2100.0,205.0
880510,,Adventure; Casual; RPG; Strategy,Single-player; Steam Achievements; Steam Trading Cards; Steam Cloud; Family Sharing,"5 Jan, 2019",,5000.0,1757.0
880590,,Indie,Single-player; Steam Achievements; Family Sharing,"21 Jun, 2018",,4000.0,
880610,,Action; Casual; Indie,Single-player; Steam Achievements; Steam Cloud; Steam Leaderboards; Includes level editor; Family Sharing,"23 Jul, 2018",,2100.0,
880620,,Action; Adventure; Indie; RPG,Single-player; Family Sharing,"2 Jul, 2018",,9900.0,
880720,,Action; Adventure; Indie,Single-player; Steam Achievements; Steam Cloud; Family Sharing,"12 Sep, 2018",,2600.0,
880730,,Action; Indie; Racing,Single-player; Steam Achievements; Full controller support; Steam Cloud; Steam Leaderboards; Family Sharing,"20 May, 2023",,18700.0,209.0
880830,,Adventure; Casual; Indie; Strategy,Single-player; Steam Achievements; Steam Leaderboards; Family Sharing,"4 Jul, 2018",,9900.0,
880990,,Sexual Content; Nudity; Violent; Action; Adventure; Indie,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,"5 Jul, 2018",,4000.0,
881050,,Simulation,Single-player; Partial Controller Support; Family Sharing,"27 Mar, 2019",,14900.0,
881390,,Utilities,VR Only,"7 Jul, 2018",,329.0,
881680,,Utilities,,"12 Jul, 2018",,819.0,121.0
881820,,Violent; Indie; Strategy; Early Access,Single-player; Family Sharing,"27 Jun, 2018",,15900.0,
881880,,Action; Adventure; Indie; RPG,Single-player; Steam Achievements; Family Sharing,"13 Aug, 2018",,9900.0,
881900,,Action; Indie; Racing; Early Access,Single-player; Multi-player; PvP; Online PvP; Tracked Controller Support; VR Only,Coming soon,,,
881910,,Action; Indie; Massively Multiplayer; RPG; Early Access,Multi-player; PvP; Online PvP; Steam Achievements; Steam Workshop; Stats; Steam Leaderboards; Family Sharing,"7 Sep, 2018",,12400.0,
881970,,Casual; Indie,Single-player; Family Sharing,"16 Jul, 2018",,5000.0,
882030,,Utilities,,"14 Aug, 2018",,,
883100,,Action; Indie,Multi-player; PvP; Online PvP; Family Sharing,"6 Sep, 2018",,2100.0,442.0
884500,,Adventure; Casual; Indie; Simulation; Strategy,Single-player; Steam Achievements; Family Sharing,"4 Jul, 2018",,4000.0,
884530,,Adventure; Casual; Indie; Simulation; Strategy,Single-player; Steam Achievements; Family Sharing,"4 Jul, 2018",,4000.0,
884550,,Violent; Gore; Action; Free To Play; Indie; Early Access,Multi-player; PvP; Online PvP,"18 Aug, 2018",,,
884590,,Adventure; Casual; Indie; Racing; Simulation; Sports,Single-player; Steam Achievements; Family Sharing,"10 Jul, 2018",,7900.0,
884880,,Action; Adventure; Indie; Massively Multiplayer; Early Access,Multi-player; PvP; Online PvP; Partial Controller Support; Steam Cloud; Family Sharing,"12 Nov, 2018",,5900.0,
884920,,Action; Adventure; Indie,Single-player; Family Sharing,"10 Sep, 2018",,2100.0,
885250,,Design & Illustration; Utilities,Tracked Controller Support; VR Only,"30 Jul, 2018",,399.0,
885440,,Animation & Modeling; Audio Production; Design & Illustration; Photo Editing; Utilities; Video Production; Early Access,Partial Controller Support; Includes level editor,"21 Jul, 2018",,299.0,
885890,,Action; Adventure; Indie; RPG,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,"17 Aug, 2018",,16900.0,
885940,,Indie; RPG,Single-player; Steam Trading Cards; Partial Controller Support; Steam Cloud; Family Sharing,"26 Sep, 2018",,16900.0,411.0
885950,,Action; Casual; Indie; Massively Multiplayer; Simulation,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Cross-Platform Multiplayer; Steam Achievements; Tracked Controller Support; VR Only; Steam Leaderboards; Family Sharing,"1 Aug, 2019",,17900.0,114.0
886020,,Casual; Indie,Single-player; Family Sharing,"3 Jul, 2018",,7400.0,
886330,,Casual; Indie; Simulation; Strategy; Free To Play,Single-player; Multi-player; Co-op; Online Co-op; LAN Co-op; Steam Achievements; Steam Workshop; Steam Cloud,"16 Aug, 2018",,9900.0,
886350,,Indie,Single-player; Family Sharing,"12 Dec, 2018",,5900.0,
886390,,Adventure; Indie,Single-player; Steam Achievements; Full controller support; Steam Cloud; Steam Leaderboards; Family Sharing,"30 Aug, 2018",,5000.0,
886420,,Action; Casual; Indie; Simulation,Family Sharing,"4 Jul, 2018",,12400.0,
886430,,Casual; Strategy,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Remote Play Together; Family Sharing,"6 Jul, 2018",,14900.0,
886450,,Casual,Single-player; Steam Achievements; Family Sharing,"18 Jul, 2018",,4000.0,
886460,,Action; Casual; Free To Play; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Partial Controller Support; Remote Play Together,"14 Jul, 2018",,,
886470,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"16 Jul, 2018",,2100.0,
886480,,Audio Production,Tracked Controller Support; VR Supported; Steam Cloud,"29 Oct, 2018",,2499.0,
886650,,Indie,Steam Cloud; Stats; Steam Leaderboards; Family Sharing,"13 Jul, 2018",,5900.0,
886780,,Action; Adventure; Casual; Indie; Simulation; Sports,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,"28 Jul, 2018",,5900.0,
887280,,Action; Casual; Indie,Single-player; Partial Controller Support; Family Sharing,"4 Jul, 2018",,2100.0,
887300,,RPG,Single-player; Family Sharing,"14 Jul, 2018",,5900.0,
887400,,Action; Adventure; Indie,Single-player; Steam Achievements; Full controller support; Family Sharing,"27 Aug, 2018",,2100.0,
887440,,Action; Adventure; Indie; Early Access,Single-player,"25 Jul, 2018",,,
887890,,Casual; Indie; Strategy,Single-player; Family Sharing,"16 Sep, 2018",,4000.0,
887900,,Action; Casual; Indie,Single-player; Family Sharing,"4 Apr, 2019",,5900.0,110.0
887910,,Adventure; Casual,Single-player; Family Sharing,"9 Jul, 2018",,16900.0,
887920,,Adventure; Casual,Single-player; Family Sharing,"11 Jul, 2018",,16900.0,
887930,,Adventure; Casual,Single-player; Family Sharing,"18 Jul, 2018",,16900.0,
887940,,Adventure; Casual,Single-player; Family Sharing,"20 Jul, 2018",,16900.0,
887950,,Adventure; Casual,Single-player; Family Sharing,"25 Jul, 2018",,16900.0,
887960,,Adventure; Casual,Single-player; Family Sharing,"23 Jul, 2018",,16900.0,
888010,,Adventure; Indie,Single-player; Steam Achievements; Captions available; Family Sharing,"16 Nov, 2018",,11900.0,
888020,,Action; Adventure; Indie,Single-player; Steam Achievements; Full controller support; Family Sharing,Coming soon,,,
888090,,Casual; Free To Play; Indie,Single-player; Steam Achievements,"13 Aug, 2018",,,
888150,,Action,Single-player; Steam Achievements; Family Sharing,"24 Jul, 2018",,4000.0,
888310,,Adventure; Casual; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Remote Play Together; Family Sharing,"25 Oct, 2018",,2100.0,
888380,,Action; Casual; Indie; Early Access,Single-player; Tracked Controller Support; VR Only; Steam Leaderboards; Family Sharing,"10 Dec, 2018",,7900.0,
888400,,Violent; Action; Adventure; Indie; Massively Multiplayer; RPG; Simulation; Strategy,Multi-player; PvP; Online PvP; Family Sharing,"5 Jul, 2018",,5900.0,
888420,,Action; Free To Play; Indie; Massively Multiplayer; Strategy,Multi-player; PvP; Online PvP; Family Sharing,To be announced,,,
888540,,Action; Adventure; Indie,Single-player; Tracked Controller Support; VR Only; Family Sharing,"19 Jul, 2018",,9900.0,
888560,,Indie,Single-player; Partial Controller Support; Family Sharing,"27 Jul, 2018",,4000.0,
888670,,Action; Casual; Free To Play; Indie,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Shared/Split Screen; Steam Achievements; Full controller support; Steam Leaderboards,"31 Aug, 2018",,,
888740,,Action; Indie; Simulation,Single-player; Family Sharing,"12 Jul, 2018",,24500.0,
889060,,Casual; Indie; RPG,Single-player; Steam Achievements; Family Sharing,"6 Jul, 2018",,2100.0,
889100,,Action; Indie,Steam Achievements; Partial Controller Support; Steam Cloud; Family Sharing,"12 Nov, 2018",,16900.0,
889150,,Casual; Indie,Single-player; Multi-player; PvP; Online PvP; Tracked Controller Support; VR Only; Family Sharing,"21 May, 2020",,12900.0,
889170,,Action; Indie,Single-player; Partial Controller Support; Family Sharing,"10 Jan, 2019",,5900.0,
889240,,Simulation,Single-player; Steam Cloud,"27 Jul, 2018",,,
889290,,Adventure,Single-player; Family Sharing,"31 Oct, 2018",,2100.0,
889320,,Casual; Indie; Early Access,Single-player,"23 Jul, 2018",,,
889400,,Action; Indie; Early Access,Single-player; Multi-player; PvP; Online PvP; Full controller support; Family Sharing,"21 Nov, 2018",,15900.0,
889450,,Action; Casual; Indie,Single-player; Full controller support; Family Sharing,"9 Nov, 2018",,4000.0,
889470,,Indie; Simulation,Single-player; Family Sharing,"29 Jul, 2018",,16900.0,
889500,,Action; Casual; Indie,Single-player; Multi-player; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Cloud; Remote Play Together; Family Sharing,Coming soon,,,
889520,,Indie; RPG; Strategy,Single-player; Full controller support; Family Sharing,"20 Jul, 2018",,9900.0,
890070,,Adventure; Free To Play,Single-player,"26 Jul, 2018",,,
890200,,Action,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Full controller support; Remote Play Together; Family Sharing,"3 Oct, 2018",,2100.0,
890800,,Adventure; Simulation; Sports,Single-player; Family Sharing,"23 Jul, 2018",,7400.0,
890820,,Action; Free To Play; Massively Multiplayer; RPG,Multi-player; MMO; PvP; Online PvP; Co-op; Online Co-op; In-App Purchases,"14 Nov, 2018",,,
890880,,Violent; Action; Adventure; Indie,Single-player; Steam Achievements,"22 Jul, 2018",,,
890890,,Casual; Indie; Simulation; Strategy,Single-player; Steam Achievements; Tracked Controller Support; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards; Remote Play on Phone; Remote Play on Tablet; Remote Play Together; Family Sharing,"14 Sep, 2023",,14900.0,
890900,,Action; Indie; Simulation; Sports,Single-player; Partial Controller Support; Family Sharing,"30 Aug, 2018",,9900.0,
890910,,Adventure; Indie; Simulation,Single-player; Family Sharing,"13 Jul, 2018",,2100.0,
890920,,Adventure; Casual; Indie; Strategy; Free To Play,Single-player,"18 Jul, 2018",,,
890930,,Action; Casual; Free To Play; Indie,Multi-player; PvP; Shared/Split Screen PvP; Shared/Split Screen; Partial Controller Support; Remote Play Together,"12 Jul, 2018",,,
891220,,Action; Free To Play; Indie; Early Access,Single-player; Multi-player; PvP; Online PvP; Shared/Split Screen PvP; Remote Play Together,"13 Aug, 2018",,,
891270,,Indie; Simulation; Sports,Single-player; Family Sharing,"24 Jul, 2018",,16900.0,
891320,,Casual,Single-player; Tracked Controller Support; VR Only; Family Sharing,"17 Oct, 2018",,14900.0,
891420,,Animation & Modeling; Design & Illustration; Education; Software Training; Utilities; Game Development,Tracked Controller Support; VR Only,"5 Aug, 2020",,239.0,
891950,,Free To Play; Indie; Strategy,Multi-player; PvP; Online PvP; Cross-Platform Multiplayer; In-App Purchases,"8 Aug, 2018",,,
892170,,Free To Play; Simulation; Animation & Modeling; Design & Illustration; Game Development,Single-player; Tracked Controller Support; VR Supported; Includes level editor,"6 Aug, 2018",,,
892740,,Casual; Indie,Single-player; Steam Achievements; Partial Controller Support; Family Sharing,Coming soon,,,
892900,,Video Production,Tracked Controller Support; VR Supported; Steam Workshop; Includes Source SDK,"26 Sep, 2018",,,
898520,,Video Production,Tracked Controller Support; VR Only,"22 Oct, 2018",,,
901147,,Action; Adventure,Single-player; Family Sharing,"4 Nov, 2009",,1999.0,154.0
906490,,Utilities,,Coming soon,,,
907180,,Education; Software Training; Early Access,Tracked Controller Support; VR Only,"2 Jun, 2019",,,
907520,,Design & Illustration,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Tracked Controller Support; VR Only,"3 Sep, 2018",,819.0,
908290,,Education; Software Training; Utilities; Web Publishing,,"26 Oct, 2018",,1679.0,
909460,,Video Production,,"29 Aug, 2018",,,
910050,,Education,Tracked Controller Support; VR Only,"16 Aug, 2018",,,
910370,,Utilities,,"16 Oct, 2018",,819.0,
911250,,Animation & Modeling,Tracked Controller Support; VR Supported,"30 Oct, 2018",,,
911310,,Utilities,Steam Achievements,"10 Oct, 2018",,344.0,
912870,,Audio Production; Video Production,Tracked Controller Support; VR Only,"24 Aug, 2018",,,
913680,,Design & Illustration; Photo Editing,Tracked Controller Support; VR Supported,"10 Sep, 2018",,819.0,
919280,,Accounting; Animation & Modeling; Audio Production; Design & Illustration; Education; Photo Editing; Software Training; Utilities; Video Production; Web Publishing; Game Development,,"17 Dec, 2018",,749.0,784.0
920490,,Utilities,In-App Purchases,"1 Nov, 2018",,,450.0
920720,,,Family Sharing,"29 Jul, 2021",,,
922540,,Video Production,,Coming soon,,,
925160,,Utilities,,"8 Feb, 2019",,,
925830,,Education,Tracked Controller Support; VR Only,"4 Oct, 2018",,,
927730,,Design & Illustration; Utilities,,"5 Oct, 2018",,299.0,173.0
929270,,Utilities,,"13 Sep, 2018",,1249.0,259.0
930010,,Animation & Modeling; Utilities; Video Production,Steam Workshop,"9 Nov, 2018",,329.0,
932480,,Casual; Indie; Simulation; Audio Production; Education; Software Training; Utilities; Game Development,Single-player,"28 Sep, 2018",,79.0,
934710,,Casual; Free To Play; Indie; RPG; Strategy; Accounting; Animation & Modeling; Audio Production; Design & Illustration; Education; Photo Editing; Software Training; Utilities; Video Production; Web Publishing; Game Development,Single-player,"4 Nov, 2018",,,
937710,,Design & Illustration; Early Access,Steam Achievements; Tracked Controller Support; VR Only,"26 Sep, 2022",,999.0,
939360,,Animation & Modeling; Design & Illustration; Utilities; Game Development,,"1 Oct, 2018",,975.0,117.0
939550,,Utilities,,Coming soon,,,
939920,,Animation & Modeling; Design & Illustration; Utilities; Video Production,,"3 Oct, 2018",,399.0,
940920,,Animation & Modeling; Design & Illustration; Utilities; Game Development,,"5 Oct, 2018",,1679.0,
941490,,Utilities,,"2 Nov, 2018",,239.0,
942030,,Animation & Modeling; Design & Illustration; Game Development,,"6 Nov, 2018",,,
942770,,Utilities,,"11 Oct, 2018",,499.0,
943670,,Audio Production; Utilities; Video Production,Tracked Controller Support; VR Only,"4 Dec, 2018",,,
944770,,Audio Production; Design & Illustration; Utilities; Video Production; Web Publishing,Steam Cloud,"20 Dec, 2018",,899.0,297.0
945310,,Utilities; Early Access,Tracked Controller Support; VR Only,"19 Jan, 2019",,,
946170,,Casual; Indie,Single-player; Steam Achievements; Family Sharing,"11 Oct, 2018",,829.0,
947240,,Education,Tracked Controller Support; VR Only,"26 Dec, 2018",,,
948220,,Design & Illustration; Early Access,,"6 Nov, 2018",,1499.0,
950900,,,Family Sharing,"15 Feb, 2023",,,
951800,,Design & Illustration,Tracked Controller Support; VR Only,"21 Jul, 2020",,,
952430,,Accounting; Game Development,,Coming soon,,,
954350,,Utilities,In-App Purchases; Stats,"22 Mar, 2019",,,
