Unnamed: 0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.21,0.22,0
,91200.0,,,,,,,,,,,,,,,,,,,,,,,
,91210.0,,,,,,,,,,,,,,,,,,,,,,,
,91310.0,,,,,,,,,,,,,,,,,,,,,,,
,91330.0,,,,,,,,,,,,,,,,,,,,,,,
,91333.0,,,,,,,,,,,,,,,,,,,,,,,
,91342.0,,,,,,,,,,,,,,,,,,,,,,,
,91345.0,,,,,,,,,,,,,,,,,,,,,,,
,91346.0,,,,,,,,,,,,,,,,,,,,,,,
,91600.0,,,,,,,,,,,,,,,,,,,,,,,
,91602.0,,,,,,,,,,,,,,,,,,,,,,,
,91603.0,,,,,,,,,,,,,,,,,,,,,,,
,91604.0,,,,,,,,,,,,,,,,,,,,,,,
,91605.0,,,,,,,,,,,,,,,,,,,,,,,
,91606.0,,,,,,,,,,,,,,,,,,,,,,,
,91607.0,,,,,,,,,,,,,,,,,,,,,,,
,91608.0,,,,,,,,,,,,,,,,,,,,,,,
,91609.0,,,,,,,,,,,,,,,,,,,,,,,
,91610.0,,,,,,,,,,,,,,,,,,,,,,,
,91612.0,,,,,,,,,,,,,,,,,,,,,,,
,91613.0,,,,,,,,,,,,,,,,,,,,,,,
,91614.0,,,,,,,,,,,,,,,,,,,,,,,
,91615.0,,,,,,,,,,,,,,,,,,,,,,,
,91616.0,,,,,,,,,,,,,,,,,,,,,,,
,91617.0,,,,,,,,,,,,,,,,,,,,,,,
,91618.0,,,,,,,,,,,,,,,,,,,,,,,
,91619.0,,,,,,,,,,,,,,,,,,,,,,,
,91621.0,,,,,,,,,,,,,,,,,,,,,,,
,91622.0,,,,,,,,,,,,,,,,,,,,,,,
,91623.0,,,,,,,,,,,,,,,,,,,,,,,
,91624.0,,,,,,,,,,,,,,,,,,,,,,,
,91700.0,,,,,,,,,,,,,,,,,,,,,,,
,91720.0,,,,,,,,,,,,,,,,,,,,,,,
,91800.0,,,,,,,,,,,,,,,,,,,,,,,
,91810.0,,,,,,,,,,,,,,,,,,,,,,,
,91820.0,,,,,,,,,,,,,,,,,,,,,,,
,91830.0,,,,,,,,,,,,,,,,,,,,,,,
,91900.0,,,,,,,,,,,,,,,,,,,,,,,
,91920.0,,,,,,,,,,,,,,,,,,,,,,,
,91930.0,,,,,,,,,,,,,,,,,,,,,,,
,92000.0,,,,,,,,,,,,,,,,,,,,,,,
,92100.0,,,,,,,,,,,,,,,,,,,,,,,
,92200.0,,,,,,,,,,,,,,,,,,,,,,,
,92210.0,,,,,,,,,,,,,,,,,,,,,,,
,92220.0,,,,,,,,,,,,,,,,,,,,,,,
,92230.0,,,,,,,,,,,,,,,,,,,,,,,
,92240.0,,,,,,,,,,,,,,,,,,,,,,,
,92250.0,,,,,,,,,,,,,,,,,,,,,,,
,92300.0,,,,,,,,,,,,,,,,,,,,,,,
,92302.0,,,,,,,,,,,,,,,,,,,,,,,
,92303.0,,,,,,,,,,,,,,,,,,,,,,,
,92310.0,,,,,,,,,,,,,,,,,,,,,,,
,92400.0,,,,,,,,,,,,,,,,,,,,,,,
,92500.0,,,,,,,,,,,,,,,,,,,,,,,
,92502.0,,,,,,,,,,,,,,,,,,,,,,,
,92503.0,,,,,,,,,,,,,,,,,,,,,,,
,92504.0,,,,,,,,,,,,,,,,,,,,,,,
,92505.0,,,,,,,,,,,,,,,,,,,,,,,
,92506.0,,,,,,,,,,,,,,,,,,,,,,,
,92507.0,,,,,,,,,,,,,,,,,,,,,,,
,92508.0,,,,,,,,,,,,,,,,,,,,,,,
,92600.0,,,,,,,,,,,,,,,,,,,,,,,
,92620.0,,,,,,,,,,,,,,,,,,,,,,,
,92621.0,,,,,,,,,,,,,,,,,,,,,,,
,92622.0,,,,,,,,,,,,,,,,,,,,,,,
,92700.0,,,,,,,,,,,,,,,,,,,,,,,
,92800.0,,,,,,,,,,,,,,,,,,,,,,,
,92803.0,,,,,,,,,,,,,,,,,,,,,,,
,92810.0,,,,,,,,,,,,,,,,,,,,,,,
,92900.0,,,,,,,,,,,,,,,,,,,,,,,
,93200.0,,,,,,,,,,,,,,,,,,,,,,,
,93206.0,,,,,,,,,,,,,,,,,,,,,,,
,93207.0,,,,,,,,,,,,,,,,,,,,,,,
,93305.0,,,,,,,,,,,,,,,,,,,,,,,
,94000.0,,,,,,,,,,,,,,,,,,,,,,,
,94200.0,,,,,,,,,,,,,,,,,,,,,,,
,94202.0,,,,,,,,,,,,,,,,,,,,,,,
,94203.0,,,,,,,,,,,,,,,,,,,,,,,
,94205.0,,,,,,,,,,,,,,,,,,,,,,,
,94300.0,,,,,,,,,,,,,,,,,,,,,,,
,94303.0,,,,,,,,,,,,,,,,,,,,,,,
,94304.0,,,,,,,,,,,,,,,,,,,,,,,
,94400.0,,,,,,,,,,,,,,,,,,,,,,,
,94500.0,,,,,,,,,,,,,,,,,,,,,,,
,94510.0,,,,,,,,,,,,,,,,,,,,,,,
,94520.0,,,,,,,,,,,,,,,,,,,,,,,
,,94530.0,,,,,,,,,,,,,,,,,,,,,,
,,94590.0,,,,,,,,,,,,,,,,,,,,,,
,,94600.0,,,,,,,,,,,,,,,,,,,,,,
,,94610.0,,,,,,,,,,,,,,,,,,,,,,
,,94620.0,,,,,,,,,,,,,,,,,,,,,,
,,95300.0,,,,,,,,,,,,,,,,,,,,,,
,,95310.0,,,,,,,,,,,,,,,,,,,,,,
,,95400.0,,,,,,,,,,,,,,,,,,,,,,
,,95500.0,,,,,,,,,,,,,,,,,,,,,,
,,95502.0,,,,,,,,,,,,,,,,,,,,,,
,,95510.0,,,,,,,,,,,,,,,,,,,,,,
,,95700.0,,,,,,,,,,,,,,,,,,,,,,
,,95900.0,,,,,,,,,,,,,,,,,,,,,,
,,96000.0,,,,,,,,,,,,,,,,,,,,,,
,,96010.0,,,,,,,,,,,,,,,,,,,,,,
,,96100.0,,,,,,,,,,,,,,,,,,,,,,
,,96200.0,,,,,,,,,,,,,,,,,,,,,,
,,96300.0,,,,,,,,,,,,,,,,,,,,,,
,,96308.0,,,,,,,,,,,,,,,,,,,,,,
,,96419.0,,,,,,,,,,,,,,,,,,,,,,
,,96800.0,,,,,,,,,,,,,,,,,,,,,,
,,96810.0,,,,,,,,,,,,,,,,,,,,,,
,,96819.0,,,,,,,,,,,,,,,,,,,,,,
,,96831.0,,,,,,,,,,,,,,,,,,,,,,
,,96900.0,,,,,,,,,,,,,,,,,,,,,,
,,97000.0,,,,,,,,,,,,,,,,,,,,,,
,,97010.0,,,,,,,,,,,,,,,,,,,,,,
,,97110.0,,,,,,,,,,,,,,,,,,,,,,
,,97120.0,,,,,,,,,,,,,,,,,,,,,,
,,97130.0,,,,,,,,,,,,,,,,,,,,,,
,,97340.0,,,,,,,,,,,,,,,,,,,,,,
,,98001.0,,,,,,,,,,,,,,,,,,,,,,
,,98002.0,,,,,,,,,,,,,,,,,,,,,,
,,98003.0,,,,,,,,,,,,,,,,,,,,,,
,,98004.0,,,,,,,,,,,,,,,,,,,,,,
,,98005.0,,,,,,,,,,,,,,,,,,,,,,
,,98006.0,,,,,,,,,,,,,,,,,,,,,,
,,98007.0,,,,,,,,,,,,,,,,,,,,,,
,,98009.0,,,,,,,,,,,,,,,,,,,,,,
,,98011.0,,,,,,,,,,,,,,,,,,,,,,
,,98012.0,,,,,,,,,,,,,,,,,,,,,,
,,98014.0,,,,,,,,,,,,,,,,,,,,,,
,,98015.0,,,,,,,,,,,,,,,,,,,,,,
,,98100.0,,,,,,,,,,,,,,,,,,,,,,
,,98200.0,,,,,,,,,,,,,,,,,,,,,,
,,98203.0,,,,,,,,,,,,,,,,,,,,,,
,,98204.0,,,,,,,,,,,,,,,,,,,,,,
,,98205.0,,,,,,,,,,,,,,,,,,,,,,
,,98210.0,,,,,,,,,,,,,,,,,,,,,,
,,98211.0,,,,,,,,,,,,,,,,,,,,,,
,,98212.0,,,,,,,,,,,,,,,,,,,,,,
,,98213.0,,,,,,,,,,,,,,,,,,,,,,
,,98214.0,,,,,,,,,,,,,,,,,,,,,,
,,98220.0,,,,,,,,,,,,,,,,,,,,,,
,,98300.0,,,,,,,,,,,,,,,,,,,,,,
,,98400.0,,,,,,,,,,,,,,,,,,,,,,
,,98421.0,,,,,,,,,,,,,,,,,,,,,,
,,98500.0,,,,,,,,,,,,,,,,,,,,,,
,,98510.0,,,,,,,,,,,,,,,,,,,,,,
,,98600.0,,,,,,,,,,,,,,,,,,,,,,
,,98610.0,,,,,,,,,,,,,,,,,,,,,,
,,98800.0,,,,,,,,,,,,,,,,,,,,,,
,,98810.0,,,,,,,,,,,,,,,,,,,,,,
,,98820.0,,,,,,,,,,,,,,,,,,,,,,
,,98821.0,,,,,,,,,,,,,,,,,,,,,,
,,98822.0,,,,,,,,,,,,,,,,,,,,,,
,,98900.0,,,,,,,,,,,,,,,,,,,,,,
,,99100.0,,,,,,,,,,,,,,,,,,,,,,
,,99110.0,,,,,,,,,,,,,,,,,,,,,,
,,99120.0,,,,,,,,,,,,,,,,,,,,,,
,,99300.0,,,,,,,,,,,,,,,,,,,,,,
,,99310.0,,,,,,,,,,,,,,,,,,,,,,
,,99400.0,,,,,,,,,,,,,,,,,,,,,,
,,99410.0,,,,,,,,,,,,,,,,,,,,,,
